door_state,label,type,hour,minute,second,delta_time,weekday,door_state_encoded
closed,1,password,15,7,51,0.0,4,0
open,1,password,15,7,56,5.0,4,1
closed,1,password,15,7,56,0.0,4,0
closed,1,password,15,7,56,0.0,4,0
closed,1,password,15,8,1,5.0,4,0
closed,1,password,15,8,1,0.0,4,0
closed,1,password,15,8,1,0.0,4,0
closed,1,password,15,8,6,5.0,4,0
open,1,password,15,8,6,0.0,4,1
closed,1,password,15,8,6,0.0,4,0
closed,1,password,15,8,11,5.0,4,0
closed,1,password,15,8,11,0.0,4,0
closed,1,password,15,8,11,0.0,4,0
open,1,password,15,8,21,10.0,4,1
closed,1,password,15,8,21,0.0,4,0
closed,1,password,15,8,21,0.0,4,0
closed,1,password,15,8,26,5.0,4,0
closed,1,password,15,8,26,0.0,4,0
closed,1,password,15,8,26,0.0,4,0
closed,1,password,15,8,31,5.0,4,0
open,1,password,15,8,31,0.0,4,1
closed,1,password,15,8,31,0.0,4,0
closed,1,password,15,8,36,5.0,4,0
closed,1,password,15,8,36,0.0,4,0
closed,1,password,15,8,36,0.0,4,0
open,1,password,15,8,41,5.0,4,1
closed,1,password,15,8,41,0.0,4,0
closed,1,password,15,8,42,1.0,4,0
closed,1,password,15,8,46,4.0,4,0
closed,1,password,15,8,46,0.0,4,0
open,1,password,15,8,47,1.0,4,1
closed,1,password,15,8,51,4.0,4,0
closed,1,password,15,8,51,0.0,4,0
closed,1,password,15,8,52,1.0,4,0
closed,1,password,15,8,56,4.0,4,0
closed,1,password,15,8,56,0.0,4,0
closed,1,password,15,8,57,1.0,4,0
closed,1,password,15,9,1,4.0,4,0
closed,1,password,15,9,1,0.0,4,0
closed,1,password,15,9,2,1.0,4,0
closed,1,password,15,9,6,4.0,4,0
closed,1,password,15,9,6,0.0,4,0
open,1,password,15,9,7,1.0,4,1
closed,1,password,15,9,11,4.0,4,0
closed,1,password,15,9,11,0.0,4,0
closed,1,password,15,9,21,10.0,4,0
open,1,password,15,9,21,0.0,4,1
closed,1,password,15,9,22,1.0,4,0
closed,1,password,15,9,26,4.0,4,0
open,1,password,15,9,26,0.0,4,1
closed,1,password,15,9,27,1.0,4,0
closed,1,password,15,9,31,4.0,4,0
closed,1,password,15,9,31,0.0,4,0
open,1,password,15,9,32,1.0,4,1
closed,1,password,15,9,36,4.0,4,0
closed,1,password,15,9,36,0.0,4,0
closed,1,password,15,9,37,1.0,4,0
closed,1,password,15,9,41,4.0,4,0
closed,1,password,15,9,41,0.0,4,0
closed,1,password,15,9,42,1.0,4,0
closed,1,password,15,9,46,4.0,4,0
closed,1,password,15,9,46,0.0,4,0
closed,1,password,15,9,47,1.0,4,0
closed,1,password,15,9,51,4.0,4,0
closed,1,password,15,9,51,0.0,4,0
closed,1,password,15,9,52,1.0,4,0
closed,1,password,15,9,56,4.0,4,0
closed,1,password,15,9,57,1.0,4,0
closed,1,password,15,9,57,0.0,4,0
closed,1,password,15,10,2,5.0,4,0
closed,1,password,15,10,2,0.0,4,0
closed,1,password,15,10,6,4.0,4,0
open,1,password,15,10,7,1.0,4,1
closed,1,password,15,10,7,0.0,4,0
closed,1,password,15,10,11,4.0,4,0
closed,1,password,15,10,16,5.0,4,0
closed,1,password,15,10,21,5.0,4,0
open,1,password,15,10,22,1.0,4,1
open,1,password,15,10,22,0.0,4,1
closed,1,password,15,10,26,4.0,4,0
closed,1,password,15,10,27,1.0,4,0
closed,1,password,15,10,27,0.0,4,0
closed,1,password,15,10,31,4.0,4,0
closed,1,password,15,10,32,1.0,4,0
open,1,password,15,10,32,0.0,4,1
open,1,password,15,10,36,4.0,4,1
open,1,password,15,10,37,1.0,4,1
closed,1,password,15,10,37,0.0,4,0
closed,1,password,15,10,41,4.0,4,0
closed,1,password,15,10,42,1.0,4,0
closed,1,password,15,10,42,0.0,4,0
closed,1,password,15,10,46,4.0,4,0
closed,1,password,15,10,47,1.0,4,0
closed,1,password,15,10,47,0.0,4,0
closed,1,password,15,10,51,4.0,4,0
closed,1,password,15,10,52,1.0,4,0
closed,1,password,15,10,52,0.0,4,0
closed,1,password,15,10,56,4.0,4,0
closed,1,password,15,10,57,1.0,4,0
closed,1,password,15,10,57,0.0,4,0
closed,1,password,15,11,1,4.0,4,0
closed,1,password,15,11,2,1.0,4,0
closed,1,password,15,11,2,0.0,4,0
closed,1,password,15,11,6,4.0,4,0
closed,1,password,15,11,7,1.0,4,0
closed,1,password,15,11,7,0.0,4,0
closed,1,password,15,11,11,4.0,4,0
closed,1,password,15,11,21,10.0,4,0
closed,1,password,15,11,22,1.0,4,0
closed,1,password,15,11,22,0.0,4,0
closed,1,password,15,11,26,4.0,4,0
closed,1,password,15,11,27,1.0,4,0
closed,1,password,15,11,27,0.0,4,0
closed,1,password,15,11,31,4.0,4,0
closed,1,password,15,11,32,1.0,4,0
closed,1,password,15,11,32,0.0,4,0
closed,1,password,15,11,36,4.0,4,0
closed,1,password,15,11,37,1.0,4,0
closed,1,password,15,11,37,0.0,4,0
closed,1,password,15,11,41,4.0,4,0
open,1,password,15,11,42,1.0,4,1
closed,1,password,15,11,42,0.0,4,0
closed,1,password,15,11,46,4.0,4,0
closed,1,password,15,11,51,5.0,4,0
closed,1,password,15,11,52,1.0,4,0
closed,1,password,15,11,52,0.0,4,0
closed,1,password,15,11,56,4.0,4,0
closed,1,password,15,11,57,1.0,4,0
closed,1,password,15,11,57,0.0,4,0
closed,1,password,15,12,1,4.0,4,0
closed,1,password,15,12,2,1.0,4,0
closed,1,password,15,12,2,0.0,4,0
closed,1,password,15,12,6,4.0,4,0
closed,1,password,15,12,7,1.0,4,0
closed,1,password,15,12,7,0.0,4,0
closed,1,password,15,12,11,4.0,4,0
closed,1,password,15,12,16,5.0,4,0
closed,1,password,15,12,17,1.0,4,0
closed,1,password,15,12,17,0.0,4,0
closed,1,password,15,12,21,4.0,4,0
open,1,password,15,12,22,1.0,4,1
open,1,password,15,12,22,0.0,4,1
closed,1,password,15,12,26,4.0,4,0
closed,1,password,15,12,27,1.0,4,0
closed,1,password,15,12,27,0.0,4,0
closed,1,password,15,12,31,4.0,4,0
closed,1,password,15,12,32,1.0,4,0
closed,1,password,15,12,32,0.0,4,0
closed,1,password,15,12,36,4.0,4,0
closed,1,password,15,12,37,1.0,4,0
closed,1,password,15,12,37,0.0,4,0
closed,1,password,15,12,41,4.0,4,0
closed,1,password,15,12,42,1.0,4,0
closed,1,password,15,12,42,0.0,4,0
closed,1,password,15,12,46,4.0,4,0
closed,1,password,15,12,47,1.0,4,0
closed,1,password,15,12,47,0.0,4,0
closed,1,password,15,12,51,4.0,4,0
closed,1,password,15,12,52,1.0,4,0
closed,1,password,15,12,52,0.0,4,0
closed,1,password,15,12,56,4.0,4,0
closed,1,password,15,12,57,1.0,4,0
closed,1,password,15,12,57,0.0,4,0
closed,1,password,15,13,2,5.0,4,0
closed,1,password,15,13,2,0.0,4,0
closed,1,password,15,13,6,4.0,4,0
closed,1,password,15,13,7,1.0,4,0
closed,1,password,15,13,7,0.0,4,0
closed,1,password,15,13,11,4.0,4,0
closed,1,password,15,13,21,10.0,4,0
closed,1,password,15,13,22,1.0,4,0
closed,1,password,15,13,22,0.0,4,0
closed,1,password,15,13,26,4.0,4,0
closed,1,password,15,13,27,1.0,4,0
closed,1,password,15,13,27,0.0,4,0
closed,1,password,15,13,31,4.0,4,0
closed,1,password,15,13,32,1.0,4,0
closed,1,password,15,13,32,0.0,4,0
closed,1,password,15,13,36,4.0,4,0
closed,1,password,15,13,37,1.0,4,0
open,1,password,15,13,37,0.0,4,1
closed,1,password,15,13,41,4.0,4,0
closed,1,password,15,13,46,5.0,4,0
closed,1,password,15,13,47,1.0,4,0
closed,1,password,15,13,47,0.0,4,0
closed,1,password,15,13,51,4.0,4,0
open,1,password,15,13,52,1.0,4,1
closed,1,password,15,13,52,0.0,4,0
closed,1,password,15,13,56,4.0,4,0
closed,1,password,15,13,57,1.0,4,0
closed,1,password,15,13,57,0.0,4,0
closed,1,password,15,14,1,4.0,4,0
closed,1,password,15,14,2,1.0,4,0
closed,1,password,15,14,2,0.0,4,0
closed,1,password,15,14,6,4.0,4,0
open,1,password,15,14,7,1.0,4,1
closed,1,password,15,14,7,0.0,4,0
closed,1,password,15,14,11,4.0,4,0
closed,1,password,15,14,21,10.0,4,0
closed,1,password,15,14,22,1.0,4,0
closed,1,password,15,14,22,0.0,4,0
closed,1,password,15,14,26,4.0,4,0
closed,1,password,15,14,27,1.0,4,0
closed,1,password,15,14,27,0.0,4,0
open,1,password,15,14,31,4.0,4,1
closed,1,password,15,14,32,1.0,4,0
closed,1,password,15,14,32,0.0,4,0
closed,1,password,15,14,36,4.0,4,0
closed,1,password,15,14,37,1.0,4,0
closed,1,password,15,14,37,0.0,4,0
closed,1,password,15,14,41,4.0,4,0
closed,1,password,15,14,46,5.0,4,0
closed,1,password,15,14,47,1.0,4,0
closed,1,password,15,14,47,0.0,4,0
closed,1,password,15,14,51,4.0,4,0
closed,1,password,15,14,52,1.0,4,0
closed,1,password,15,14,52,0.0,4,0
closed,1,password,15,14,56,4.0,4,0
closed,1,password,15,14,57,1.0,4,0
closed,1,password,15,14,57,0.0,4,0
closed,1,password,15,15,2,5.0,4,0
closed,1,password,15,15,2,0.0,4,0
closed,1,password,15,15,6,4.0,4,0
closed,1,password,15,15,7,1.0,4,0
open,1,password,15,15,7,0.0,4,1
closed,1,password,15,15,11,4.0,4,0
closed,1,password,15,15,16,5.0,4,0
closed,1,password,15,15,17,1.0,4,0
open,1,password,15,15,17,0.0,4,1
closed,1,password,15,15,21,4.0,4,0
open,1,password,15,15,22,1.0,4,1
closed,1,password,15,15,22,0.0,4,0
closed,1,password,15,15,26,4.0,4,0
closed,1,password,15,15,27,1.0,4,0
closed,1,password,15,15,27,0.0,4,0
closed,1,password,15,15,31,4.0,4,0
closed,1,password,15,15,32,1.0,4,0
closed,1,password,15,15,32,0.0,4,0
closed,1,password,15,15,37,5.0,4,0
closed,1,password,15,15,37,0.0,4,0
closed,1,password,15,15,41,4.0,4,0
closed,1,password,15,15,42,1.0,4,0
closed,1,password,15,15,42,0.0,4,0
open,1,password,15,15,46,4.0,4,1
closed,1,password,15,15,47,1.0,4,0
closed,1,password,15,15,47,0.0,4,0
closed,1,password,15,15,51,4.0,4,0
closed,1,password,15,15,52,1.0,4,0
closed,1,password,15,15,52,0.0,4,0
closed,1,password,15,15,56,4.0,4,0
open,1,password,15,15,57,1.0,4,1
closed,1,password,15,15,57,0.0,4,0
closed,1,password,15,16,1,4.0,4,0
closed,1,password,15,16,2,1.0,4,0
closed,1,password,15,16,2,0.0,4,0
closed,1,password,15,16,6,4.0,4,0
closed,1,password,15,16,7,1.0,4,0
closed,1,password,15,16,7,0.0,4,0
closed,1,password,15,16,11,4.0,4,0
closed,1,password,15,16,21,10.0,4,0
closed,1,password,15,16,22,1.0,4,0
closed,1,password,15,16,22,0.0,4,0
closed,1,password,15,16,26,4.0,4,0
closed,1,password,15,16,27,1.0,4,0
closed,1,password,15,16,27,0.0,4,0
closed,1,password,15,16,31,4.0,4,0
closed,1,password,15,16,32,1.0,4,0
closed,1,password,15,16,32,0.0,4,0
closed,1,password,15,16,36,4.0,4,0
closed,1,password,15,16,41,5.0,4,0
closed,1,password,15,16,42,1.0,4,0
open,1,password,15,16,42,0.0,4,1
closed,1,password,15,16,46,4.0,4,0
closed,1,password,15,16,47,1.0,4,0
closed,1,password,15,16,47,0.0,4,0
closed,1,password,15,16,51,4.0,4,0
open,1,password,15,16,52,1.0,4,1
closed,1,password,15,16,52,0.0,4,0
open,1,password,15,16,56,4.0,4,1
closed,1,password,15,16,57,1.0,4,0
closed,1,password,15,16,57,0.0,4,0
closed,1,password,15,17,1,4.0,4,0
closed,1,password,15,17,2,1.0,4,0
closed,1,password,15,17,2,0.0,4,0
open,1,password,15,17,6,4.0,4,1
closed,1,password,15,17,7,1.0,4,0
closed,1,password,15,17,7,0.0,4,0
closed,1,password,15,17,11,4.0,4,0
closed,1,password,15,17,17,6.0,4,0
closed,1,password,15,17,17,0.0,4,0
closed,1,password,15,17,21,4.0,4,0
open,1,password,15,17,22,1.0,4,1
closed,1,password,15,17,22,0.0,4,0
closed,1,password,15,17,26,4.0,4,0
closed,1,password,15,17,27,1.0,4,0
closed,1,password,15,17,27,0.0,4,0
closed,1,password,15,17,31,4.0,4,0
closed,1,password,15,17,32,1.0,4,0
closed,1,password,15,17,32,0.0,4,0
closed,1,password,15,17,36,4.0,4,0
closed,1,password,15,17,37,1.0,4,0
closed,1,password,15,17,37,0.0,4,0
closed,1,password,15,17,41,4.0,4,0
closed,1,password,15,17,42,1.0,4,0
closed,1,password,15,17,42,0.0,4,0
closed,1,password,15,17,46,4.0,4,0
closed,1,password,15,17,47,1.0,4,0
closed,1,password,15,17,47,0.0,4,0
closed,1,password,15,17,51,4.0,4,0
closed,1,password,15,17,52,1.0,4,0
closed,1,password,15,17,52,0.0,4,0
closed,1,password,15,17,56,4.0,4,0
closed,1,password,15,17,57,1.0,4,0
open,1,password,15,17,57,0.0,4,1
closed,1,password,15,18,1,4.0,4,0
closed,1,password,15,18,2,1.0,4,0
open,1,password,15,18,2,0.0,4,1
closed,1,password,15,18,6,4.0,4,0
closed,1,password,15,18,11,5.0,4,0
closed,1,password,15,18,21,10.0,4,0
closed,1,password,15,18,22,1.0,4,0
closed,1,password,15,18,22,0.0,4,0
closed,1,password,15,18,26,4.0,4,0
closed,1,password,15,18,27,1.0,4,0
closed,1,password,15,18,27,0.0,4,0
closed,1,password,15,18,31,4.0,4,0
closed,1,password,15,18,32,1.0,4,0
closed,1,password,15,18,32,0.0,4,0
closed,1,password,15,18,36,4.0,4,0
closed,1,password,15,18,37,1.0,4,0
closed,1,password,15,18,37,0.0,4,0
closed,1,password,15,18,41,4.0,4,0
closed,1,password,15,18,42,1.0,4,0
closed,1,password,15,18,42,0.0,4,0
closed,1,password,15,18,46,4.0,4,0
closed,1,password,15,18,47,1.0,4,0
closed,1,password,15,18,47,0.0,4,0
closed,1,password,15,18,52,5.0,4,0
closed,1,password,15,18,52,0.0,4,0
closed,1,password,15,18,56,4.0,4,0
open,1,password,15,18,57,1.0,4,1
closed,1,password,15,18,57,0.0,4,0
closed,1,password,15,19,1,4.0,4,0
closed,1,password,15,19,2,1.0,4,0
closed,1,password,15,19,2,0.0,4,0
closed,1,password,15,19,6,4.0,4,0
closed,1,password,15,19,7,1.0,4,0
closed,1,password,15,19,7,0.0,4,0
closed,1,password,15,19,11,4.0,4,0
closed,1,password,15,19,21,10.0,4,0
closed,1,password,15,19,22,1.0,4,0
closed,1,password,15,19,22,0.0,4,0
closed,1,password,15,19,26,4.0,4,0
closed,1,password,15,19,27,1.0,4,0
closed,1,password,15,19,27,0.0,4,0
closed,1,password,15,19,31,4.0,4,0
closed,1,password,15,19,32,1.0,4,0
closed,1,password,15,19,32,0.0,4,0
closed,1,password,15,19,36,4.0,4,0
open,1,password,15,19,37,1.0,4,1
closed,1,password,15,19,37,0.0,4,0
closed,1,password,15,19,41,4.0,4,0
closed,1,password,15,19,42,1.0,4,0
closed,1,password,15,19,42,0.0,4,0
closed,1,password,15,19,46,4.0,4,0
closed,1,password,15,19,47,1.0,4,0
closed,1,password,15,19,47,0.0,4,0
open,1,password,15,19,51,4.0,4,1
closed,1,password,15,19,56,5.0,4,0
closed,1,password,15,19,57,1.0,4,0
closed,1,password,15,19,57,0.0,4,0
closed,1,password,15,20,1,4.0,4,0
closed,1,password,15,20,2,1.0,4,0
closed,1,password,15,20,2,0.0,4,0
closed,1,password,15,20,6,4.0,4,0
closed,1,password,15,20,7,1.0,4,0
closed,1,password,15,20,7,0.0,4,0
closed,1,password,15,20,11,4.0,4,0
closed,1,password,15,20,17,6.0,4,0
closed,1,password,15,20,17,0.0,4,0
closed,1,password,15,20,21,4.0,4,0
open,1,password,15,20,22,1.0,4,1
closed,1,password,15,20,22,0.0,4,0
closed,1,password,15,20,26,4.0,4,0
closed,1,password,15,20,27,1.0,4,0
closed,1,password,15,20,27,0.0,4,0
open,1,password,15,20,31,4.0,4,1
open,1,password,15,20,32,1.0,4,1
closed,1,password,15,20,32,0.0,4,0
closed,1,password,15,20,36,4.0,4,0
closed,1,password,15,20,37,1.0,4,0
closed,1,password,15,20,37,0.0,4,0
closed,1,password,15,20,41,4.0,4,0
closed,1,password,15,20,42,1.0,4,0
closed,1,password,15,20,42,0.0,4,0
closed,1,password,15,20,46,4.0,4,0
closed,1,password,15,20,47,1.0,4,0
closed,1,password,15,20,47,0.0,4,0
closed,1,password,15,20,51,4.0,4,0
closed,1,password,15,20,52,1.0,4,0
closed,1,password,15,20,52,0.0,4,0
closed,1,password,15,20,56,4.0,4,0
open,1,password,15,20,57,1.0,4,1
closed,1,password,15,20,57,0.0,4,0
closed,1,password,15,21,1,4.0,4,0
closed,1,password,15,21,2,1.0,4,0
open,1,password,15,21,2,0.0,4,1
closed,1,password,15,21,6,4.0,4,0
closed,1,password,15,21,7,1.0,4,0
closed,1,password,15,21,7,0.0,4,0
closed,1,password,15,21,11,4.0,4,0
closed,1,password,15,21,21,10.0,4,0
closed,1,password,15,21,22,1.0,4,0
closed,1,password,15,21,22,0.0,4,0
closed,1,password,15,21,26,4.0,4,0
closed,1,password,15,21,27,1.0,4,0
closed,1,password,15,21,27,0.0,4,0
closed,1,password,15,21,31,4.0,4,0
closed,1,password,15,21,32,1.0,4,0
closed,1,password,15,21,32,0.0,4,0
closed,1,password,15,21,36,4.0,4,0
closed,1,password,15,21,37,1.0,4,0
closed,1,password,15,21,37,0.0,4,0
closed,1,password,15,21,41,4.0,4,0
closed,1,password,15,21,42,1.0,4,0
closed,1,password,15,21,42,0.0,4,0
closed,1,password,15,21,46,4.0,4,0
closed,1,password,15,21,47,1.0,4,0
closed,1,password,15,21,47,0.0,4,0
closed,1,password,15,21,51,4.0,4,0
closed,1,password,15,21,52,1.0,4,0
closed,1,password,15,21,52,0.0,4,0
closed,1,password,15,21,56,4.0,4,0
closed,1,password,15,21,57,1.0,4,0
closed,1,password,15,21,57,0.0,4,0
closed,1,password,15,22,1,4.0,4,0
closed,1,password,15,22,2,1.0,4,0
open,1,password,15,22,2,0.0,4,1
closed,1,password,15,22,6,4.0,4,0
closed,1,password,15,22,7,1.0,4,0
closed,1,password,15,22,7,0.0,4,0
open,1,password,15,22,11,4.0,4,1
closed,1,password,15,22,21,10.0,4,0
open,1,password,15,22,26,5.0,4,1
closed,1,password,15,22,27,1.0,4,0
closed,1,password,15,22,27,0.0,4,0
closed,1,password,15,22,31,4.0,4,0
closed,1,password,15,22,32,1.0,4,0
closed,1,password,15,22,32,0.0,4,0
closed,1,password,15,22,36,4.0,4,0
closed,1,password,15,22,37,1.0,4,0
closed,1,password,15,22,37,0.0,4,0
closed,1,password,15,22,41,4.0,4,0
closed,1,password,15,22,42,1.0,4,0
closed,1,password,15,22,42,0.0,4,0
closed,1,password,15,22,46,4.0,4,0
closed,1,password,15,22,47,1.0,4,0
open,1,password,15,22,47,0.0,4,1
closed,1,password,15,22,51,4.0,4,0
closed,1,password,15,22,52,1.0,4,0
closed,1,password,15,22,52,0.0,4,0
closed,1,password,15,22,56,4.0,4,0
closed,1,password,15,22,57,1.0,4,0
open,1,password,15,22,57,0.0,4,1
open,1,password,15,23,1,4.0,4,1
closed,1,password,15,23,2,1.0,4,0
closed,1,password,15,23,2,0.0,4,0
closed,1,password,15,23,6,4.0,4,0
closed,1,password,15,23,7,1.0,4,0
closed,1,password,15,23,7,0.0,4,0
closed,1,password,15,23,11,4.0,4,0
closed,1,password,15,23,21,10.0,4,0
closed,1,password,15,23,22,1.0,4,0
open,1,password,15,23,22,0.0,4,1
closed,1,password,15,23,26,4.0,4,0
closed,1,password,15,23,27,1.0,4,0
closed,1,password,15,23,27,0.0,4,0
closed,1,password,15,23,31,4.0,4,0
closed,1,password,15,23,32,1.0,4,0
closed,1,password,15,23,32,0.0,4,0
closed,1,password,15,23,36,4.0,4,0
closed,1,password,15,23,37,1.0,4,0
closed,1,password,15,23,37,0.0,4,0
closed,1,password,15,23,41,4.0,4,0
open,1,password,15,23,42,1.0,4,1
closed,1,password,15,23,42,0.0,4,0
closed,1,password,15,23,46,4.0,4,0
closed,1,password,15,23,47,1.0,4,0
closed,1,password,15,23,47,0.0,4,0
closed,1,password,15,23,51,4.0,4,0
closed,1,password,15,23,52,1.0,4,0
closed,1,password,15,23,52,0.0,4,0
closed,1,password,15,23,57,5.0,4,0
closed,1,password,15,23,57,0.0,4,0
closed,1,password,15,24,1,4.0,4,0
closed,1,password,15,24,2,1.0,4,0
closed,1,password,15,24,2,0.0,4,0
closed,1,password,15,24,6,4.0,4,0
closed,1,password,15,24,7,1.0,4,0
closed,1,password,15,24,7,0.0,4,0
closed,1,password,15,24,11,4.0,4,0
closed,1,password,15,24,17,6.0,4,0
open,1,password,15,24,17,0.0,4,1
closed,1,password,15,24,21,4.0,4,0
closed,1,password,15,24,22,1.0,4,0
closed,1,password,15,24,22,0.0,4,0
closed,1,password,15,24,26,4.0,4,0
closed,1,password,15,24,27,1.0,4,0
closed,1,password,15,24,27,0.0,4,0
closed,1,password,15,24,31,4.0,4,0
closed,1,password,15,24,32,1.0,4,0
open,1,password,15,24,32,0.0,4,1
closed,1,password,15,24,36,4.0,4,0
closed,1,password,15,24,37,1.0,4,0
closed,1,password,15,24,37,0.0,4,0
closed,1,password,15,24,41,4.0,4,0
closed,1,password,15,24,46,5.0,4,0
closed,1,password,15,24,47,1.0,4,0
closed,1,password,15,24,47,0.0,4,0
closed,1,password,15,24,51,4.0,4,0
closed,1,password,15,24,52,1.0,4,0
closed,1,password,15,24,52,0.0,4,0
closed,1,password,15,24,56,4.0,4,0
closed,1,password,15,24,57,1.0,4,0
closed,1,password,15,24,57,0.0,4,0
closed,1,password,15,25,2,5.0,4,0
closed,1,password,15,25,2,0.0,4,0
closed,1,password,15,25,6,4.0,4,0
closed,1,password,15,25,7,1.0,4,0
closed,1,password,15,25,7,0.0,4,0
closed,1,password,15,25,11,4.0,4,0
open,1,password,15,25,17,6.0,4,1
open,1,password,15,25,17,0.0,4,1
closed,1,password,15,25,21,4.0,4,0
closed,1,password,15,25,22,1.0,4,0
closed,1,password,15,25,22,0.0,4,0
closed,1,password,15,25,26,4.0,4,0
open,1,password,15,25,27,1.0,4,1
closed,1,password,15,25,27,0.0,4,0
closed,1,password,15,25,31,4.0,4,0
open,1,password,15,25,32,1.0,4,1
closed,1,password,15,25,32,0.0,4,0
closed,1,password,15,25,37,5.0,4,0
closed,1,password,15,25,37,0.0,4,0
closed,1,password,15,25,42,5.0,4,0
closed,1,password,15,25,42,0.0,4,0
closed,1,password,15,25,46,4.0,4,0
closed,1,password,15,25,47,1.0,4,0
closed,1,password,15,25,47,0.0,4,0
closed,1,password,15,25,51,4.0,4,0
closed,1,password,15,25,52,1.0,4,0
closed,1,password,15,25,52,0.0,4,0
closed,1,password,15,25,56,4.0,4,0
closed,1,password,15,25,57,1.0,4,0
closed,1,password,15,25,57,0.0,4,0
closed,1,password,15,26,1,4.0,4,0
closed,1,password,15,26,2,1.0,4,0
closed,1,password,15,26,2,0.0,4,0
open,1,password,15,26,6,4.0,4,1
open,1,password,15,26,7,1.0,4,1
closed,1,password,15,26,7,0.0,4,0
closed,1,password,15,26,11,4.0,4,0
closed,1,password,15,26,16,5.0,4,0
open,1,password,15,26,21,5.0,4,1
closed,1,password,15,26,22,1.0,4,0
closed,1,password,15,26,22,0.0,4,0
closed,1,password,15,26,26,4.0,4,0
open,1,password,15,26,27,1.0,4,1
closed,1,password,15,26,27,0.0,4,0
closed,1,password,15,26,31,4.0,4,0
closed,1,password,15,26,32,1.0,4,0
closed,1,password,15,26,32,0.0,4,0
closed,1,password,15,26,36,4.0,4,0
closed,1,password,15,26,37,1.0,4,0
closed,1,password,15,26,37,0.0,4,0
closed,1,password,15,26,41,4.0,4,0
closed,1,password,15,26,42,1.0,4,0
closed,1,password,15,26,42,0.0,4,0
closed,1,password,15,26,46,4.0,4,0
closed,1,password,15,26,47,1.0,4,0
closed,1,password,15,26,47,0.0,4,0
closed,1,password,15,26,51,4.0,4,0
closed,1,password,15,26,52,1.0,4,0
closed,1,password,15,26,52,0.0,4,0
closed,1,password,15,26,56,4.0,4,0
closed,1,password,15,26,57,1.0,4,0
closed,1,password,15,26,57,0.0,4,0
closed,1,password,15,27,1,4.0,4,0
closed,1,password,15,27,2,1.0,4,0
open,1,password,15,27,2,0.0,4,1
closed,1,password,15,27,6,4.0,4,0
open,1,password,15,27,7,1.0,4,1
closed,1,password,15,27,7,0.0,4,0
closed,1,password,15,27,11,4.0,4,0
closed,1,password,15,27,16,5.0,4,0
closed,1,password,15,27,21,5.0,4,0
closed,1,password,15,27,22,1.0,4,0
closed,1,password,15,27,22,0.0,4,0
closed,1,password,15,27,26,4.0,4,0
closed,1,password,15,27,27,1.0,4,0
open,1,password,15,27,27,0.0,4,1
closed,1,password,15,27,31,4.0,4,0
closed,1,password,15,27,32,1.0,4,0
open,1,password,15,27,32,0.0,4,1
closed,1,password,15,27,36,4.0,4,0
closed,1,password,15,27,37,1.0,4,0
closed,1,password,15,27,37,0.0,4,0
closed,1,password,15,27,41,4.0,4,0
closed,1,password,15,27,42,1.0,4,0
closed,1,password,15,27,42,0.0,4,0
closed,1,password,15,27,46,4.0,4,0
closed,1,password,15,27,47,1.0,4,0
closed,1,password,15,27,47,0.0,4,0
closed,1,password,15,27,51,4.0,4,0
closed,1,password,15,27,52,1.0,4,0
closed,1,password,15,27,52,0.0,4,0
closed,1,password,15,27,56,4.0,4,0
open,1,password,15,27,57,1.0,4,1
closed,1,password,15,27,57,0.0,4,0
closed,1,password,15,28,1,4.0,4,0
closed,1,password,15,28,2,1.0,4,0
closed,1,password,15,28,2,0.0,4,0
closed,1,password,15,28,6,4.0,4,0
closed,1,password,15,28,7,1.0,4,0
open,1,password,15,28,7,0.0,4,1
closed,1,password,15,28,11,4.0,4,0
closed,1,password,15,28,16,5.0,4,0
closed,1,password,15,28,17,1.0,4,0
closed,1,password,15,28,17,0.0,4,0
closed,1,password,15,28,21,4.0,4,0
open,1,password,15,28,22,1.0,4,1
closed,1,password,15,28,22,0.0,4,0
closed,1,password,15,28,26,4.0,4,0
closed,1,password,15,28,27,1.0,4,0
closed,1,password,15,28,27,0.0,4,0
closed,1,password,15,28,32,5.0,4,0
open,1,password,15,28,32,0.0,4,1
closed,1,password,15,28,32,0.0,4,0
closed,1,password,15,28,37,5.0,4,0
closed,1,password,15,28,37,0.0,4,0
closed,1,password,15,28,37,0.0,4,0
closed,1,password,15,28,42,5.0,4,0
closed,1,password,15,28,42,0.0,4,0
closed,1,password,15,28,42,0.0,4,0
closed,1,password,15,28,47,5.0,4,0
open,1,password,15,28,47,0.0,4,1
closed,1,password,15,28,47,0.0,4,0
closed,1,password,15,28,52,5.0,4,0
closed,1,password,15,28,52,0.0,4,0
closed,1,password,15,28,52,0.0,4,0
closed,1,password,15,28,57,5.0,4,0
closed,1,password,15,28,57,0.0,4,0
open,1,password,15,28,57,0.0,4,1
closed,1,password,15,29,2,5.0,4,0
closed,1,password,15,29,2,0.0,4,0
closed,1,password,15,29,2,0.0,4,0
closed,1,password,15,29,7,5.0,4,0
closed,1,password,15,29,7,0.0,4,0
closed,1,password,15,29,7,0.0,4,0
closed,1,password,15,29,22,15.0,4,0
open,1,password,15,29,22,0.0,4,1
closed,1,password,15,29,22,0.0,4,0
closed,1,password,15,29,27,5.0,4,0
closed,1,password,15,29,27,0.0,4,0
closed,1,password,15,29,27,0.0,4,0
closed,1,password,15,29,32,5.0,4,0
closed,1,password,15,29,32,0.0,4,0
closed,1,password,15,29,32,0.0,4,0
