"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message","src_ip","mqtt.connect.client_id"
"Apr 23, 2025 @ 00:43:01.024","-",mqtt,"iot/sensor/temperatura","26.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:43:01.024","-",mqtt,"iot/sensor/temperatura","26.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:42:23.007","-",mqtt,"iot/sensor/temperatura","18.3","192.168.1.2","-"
"Apr 23, 2025 @ 00:42:23.007","-",mqtt,"iot/sensor/temperatura","18.3","192.168.1.2","-"
"Apr 23, 2025 @ 00:41:56.995","-",mqtt,"iot/sensor/temperatura","22.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:41:56.995","-",mqtt,"iot/sensor/temperatura","22.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:41:16.978","-",mqtt,"iot/sensor/temperatura","23.16","192.168.1.2","-"
"Apr 23, 2025 @ 00:41:16.978","-",mqtt,"iot/sensor/temperatura","23.16","192.168.1.2","-"
"Apr 23, 2025 @ 00:40:43.963","-",mqtt,"iot/sensor/temperatura","23.39","192.168.1.2","-"
"Apr 23, 2025 @ 00:40:43.963","-",mqtt,"iot/sensor/temperatura","23.39","192.168.1.2","-"
"Apr 23, 2025 @ 00:40:07.945","-",mqtt,"iot/sensor/temperatura","19.88","192.168.1.2","-"
"Apr 23, 2025 @ 00:40:07.945","-",mqtt,"iot/sensor/temperatura","19.88","192.168.1.2","-"
"Apr 23, 2025 @ 00:39:44.934","-",mqtt,"iot/sensor/temperatura","27.59","192.168.1.2","-"
"Apr 23, 2025 @ 00:39:44.933","-",mqtt,"iot/sensor/temperatura","27.59","192.168.1.2","-"
"Apr 23, 2025 @ 00:39:06.915","-",mqtt,"iot/sensor/temperatura","19.5","192.168.1.2","-"
"Apr 23, 2025 @ 00:39:06.915","-",mqtt,"iot/sensor/temperatura","19.5","192.168.1.2","-"
"Apr 23, 2025 @ 00:38:29.898","-",mqtt,"iot/sensor/temperatura","22.21","192.168.1.2","-"
"Apr 23, 2025 @ 00:38:29.898","-",mqtt,"iot/sensor/temperatura","22.21","192.168.1.2","-"
"Apr 23, 2025 @ 00:37:50.880","-",mqtt,"iot/sensor/temperatura","27.38","192.168.1.2","-"
"Apr 23, 2025 @ 00:37:50.880","-",mqtt,"iot/sensor/temperatura","27.38","192.168.1.2","-"
"Apr 23, 2025 @ 00:37:11.861","-",mqtt,"iot/sensor/temperatura","27.73","192.168.1.2","-"
"Apr 23, 2025 @ 00:37:11.861","-",mqtt,"iot/sensor/temperatura","27.73","192.168.1.2","-"
"Apr 23, 2025 @ 00:36:40.846","-",mqtt,"iot/sensor/temperatura","18.19","192.168.1.2","-"
"Apr 23, 2025 @ 00:36:40.846","-",mqtt,"iot/sensor/temperatura","18.19","192.168.1.2","-"
"Apr 23, 2025 @ 00:36:06.831","-",mqtt,"iot/sensor/temperatura","26.57","192.168.1.2","-"
"Apr 23, 2025 @ 00:36:06.831","-",mqtt,"iot/sensor/temperatura","26.57","192.168.1.2","-"
"Apr 23, 2025 @ 00:35:42.820","-",mqtt,"iot/sensor/temperatura","21.45","192.168.1.2","-"
"Apr 23, 2025 @ 00:35:42.820","-",mqtt,"iot/sensor/temperatura","21.45","192.168.1.2","-"
"Apr 23, 2025 @ 00:35:08.803","-",mqtt,"iot/sensor/temperatura","25.55","192.168.1.2","-"
"Apr 23, 2025 @ 00:35:08.803","-",mqtt,"iot/sensor/temperatura","25.55","192.168.1.2","-"
"Apr 23, 2025 @ 00:34:40.789","-",mqtt,"iot/sensor/temperatura","29.61","192.168.1.2","-"
"Apr 23, 2025 @ 00:34:40.789","-",mqtt,"iot/sensor/temperatura","29.61","192.168.1.2","-"
"Apr 23, 2025 @ 00:34:20.780","-",mqtt,"iot/sensor/temperatura","25.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:34:20.780","-",mqtt,"iot/sensor/temperatura","25.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:33:40.761","-",mqtt,"iot/sensor/temperatura","29.2","192.168.1.2","-"
"Apr 23, 2025 @ 00:33:40.761","-",mqtt,"iot/sensor/temperatura","29.2","192.168.1.2","-"
"Apr 23, 2025 @ 00:33:15.749","-",mqtt,"iot/sensor/temperatura","25.59","192.168.1.2","-"
"Apr 23, 2025 @ 00:33:15.748","-",mqtt,"iot/sensor/temperatura","25.59","192.168.1.2","-"
"Apr 23, 2025 @ 00:32:35.729","-",mqtt,"iot/sensor/temperatura","18.84","192.168.1.2","-"
"Apr 23, 2025 @ 00:32:35.729","-",mqtt,"iot/sensor/temperatura","18.84","192.168.1.2","-"
"Apr 23, 2025 @ 00:32:06.715","-",mqtt,"iot/sensor/temperatura","26.11","192.168.1.2","-"
"Apr 23, 2025 @ 00:32:06.715","-",mqtt,"iot/sensor/temperatura","26.11","192.168.1.2","-"
"Apr 23, 2025 @ 00:31:35.701","-",mqtt,"iot/sensor/temperatura","22.14","192.168.1.2","-"
"Apr 23, 2025 @ 00:31:35.701","-",mqtt,"iot/sensor/temperatura","22.14","192.168.1.2","-"
"Apr 23, 2025 @ 00:31:13.690","-",mqtt,"iot/sensor/temperatura","28.91","192.168.1.2","-"
"Apr 23, 2025 @ 00:31:13.690","-",mqtt,"iot/sensor/temperatura","28.91","192.168.1.2","-"
"Apr 23, 2025 @ 00:30:48.679","-",mqtt,"iot/sensor/temperatura","28.48","192.168.1.2","-"
"Apr 23, 2025 @ 00:30:48.679","-",mqtt,"iot/sensor/temperatura","28.48","192.168.1.2","-"
"Apr 23, 2025 @ 00:30:23.667","-",mqtt,"iot/sensor/temperatura","24.77","192.168.1.2","-"
"Apr 23, 2025 @ 00:30:23.667","-",mqtt,"iot/sensor/temperatura","24.77","192.168.1.2","-"
"Apr 23, 2025 @ 00:29:46.649","-",mqtt,"iot/sensor/temperatura","19.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:29:46.649","-",mqtt,"iot/sensor/temperatura","19.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:29:07.630","-",mqtt,"iot/sensor/temperatura","27.95","192.168.1.2","-"
"Apr 23, 2025 @ 00:29:07.629","-",mqtt,"iot/sensor/temperatura","27.95","192.168.1.2","-"
"Apr 23, 2025 @ 00:28:40.617","-",mqtt,"iot/sensor/temperatura","26.66","192.168.1.2","-"
"Apr 23, 2025 @ 00:28:40.616","-",mqtt,"iot/sensor/temperatura","26.66","192.168.1.2","-"
"Apr 23, 2025 @ 00:28:12.604","-",mqtt,"iot/sensor/temperatura","21.61","192.168.1.2","-"
"Apr 23, 2025 @ 00:28:12.604","-",mqtt,"iot/sensor/temperatura","21.61","192.168.1.2","-"
"Apr 23, 2025 @ 00:27:38.588","-",mqtt,"iot/sensor/temperatura","19.97","192.168.1.2","-"
"Apr 23, 2025 @ 00:27:38.588","-",mqtt,"iot/sensor/temperatura","19.97","192.168.1.2","-"
"Apr 23, 2025 @ 00:27:06.572","-",mqtt,"iot/sensor/temperatura","20.58","192.168.1.2","-"
"Apr 23, 2025 @ 00:27:06.572","-",mqtt,"iot/sensor/temperatura","20.58","192.168.1.2","-"
"Apr 23, 2025 @ 00:26:42.562","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:26:42.562","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:26:20.551","-",mqtt,"iot/sensor/temperatura","29.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:26:20.551","-",mqtt,"iot/sensor/temperatura","29.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:25:53.538","-",mqtt,"iot/sensor/temperatura","29.05","192.168.1.2","-"
"Apr 23, 2025 @ 00:25:53.538","-",mqtt,"iot/sensor/temperatura","29.05","192.168.1.2","-"
"Apr 23, 2025 @ 00:25:22.524","-",mqtt,"iot/sensor/temperatura","27.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:25:22.524","-",mqtt,"iot/sensor/temperatura","27.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:24:47.508","-",mqtt,"iot/sensor/temperatura","18.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:24:47.508","-",mqtt,"iot/sensor/temperatura","18.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:24:15.492","-",mqtt,"iot/sensor/temperatura","20.15","192.168.1.2","-"
"Apr 23, 2025 @ 00:24:15.492","-",mqtt,"iot/sensor/temperatura","20.15","192.168.1.2","-"
"Apr 23, 2025 @ 00:23:49.480","-",mqtt,"iot/sensor/temperatura","27.45","192.168.1.2","-"
"Apr 23, 2025 @ 00:23:49.480","-",mqtt,"iot/sensor/temperatura","27.45","192.168.1.2","-"
"Apr 23, 2025 @ 00:23:10.460","-",mqtt,"iot/sensor/temperatura","22.28","192.168.1.2","-"
"Apr 23, 2025 @ 00:23:10.460","-",mqtt,"iot/sensor/temperatura","22.28","192.168.1.2","-"
"Apr 23, 2025 @ 00:22:41.445","-",mqtt,"iot/sensor/temperatura","28.07","192.168.1.2","-"
"Apr 23, 2025 @ 00:22:41.445","-",mqtt,"iot/sensor/temperatura","28.07","192.168.1.2","-"
"Apr 23, 2025 @ 00:22:15.432","-",mqtt,"iot/sensor/temperatura","26.66","192.168.1.2","-"
"Apr 23, 2025 @ 00:22:15.432","-",mqtt,"iot/sensor/temperatura","26.66","192.168.1.2","-"
"Apr 23, 2025 @ 00:21:38.415","-",mqtt,"iot/sensor/temperatura","28.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:21:38.415","-",mqtt,"iot/sensor/temperatura","28.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:20:59.396","-",mqtt,"iot/sensor/temperatura","19.04","192.168.1.2","-"
"Apr 23, 2025 @ 00:20:59.396","-",mqtt,"iot/sensor/temperatura","19.04","192.168.1.2","-"
"Apr 23, 2025 @ 00:20:20.364","-",mqtt,"iot/sensor/temperatura","27.48","192.168.1.2","-"
"Apr 23, 2025 @ 00:20:20.364","-",mqtt,"iot/sensor/temperatura","27.48","192.168.1.2","-"
"Apr 23, 2025 @ 00:19:58.353","-",mqtt,"iot/sensor/temperatura","18.79","192.168.1.2","-"
"Apr 23, 2025 @ 00:19:58.353","-",mqtt,"iot/sensor/temperatura","18.79","192.168.1.2","-"
"Apr 23, 2025 @ 00:19:24.334","-",mqtt,"iot/sensor/temperatura","23.55","192.168.1.2","-"
"Apr 23, 2025 @ 00:19:24.334","-",mqtt,"iot/sensor/temperatura","23.55","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:52.319","-",mqtt,"iot/sensor/temperatura","20.14","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:52.319","-",mqtt,"iot/sensor/temperatura","20.14","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:29.305","-",mqtt,"iot/sensor/temperatura","18.6","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:29.305","-",mqtt,"iot/sensor/temperatura","18.6","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:03.290","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:18:03.290","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:17:37.277","-",mqtt,"iot/sensor/temperatura","18.06","192.168.1.2","-"
"Apr 23, 2025 @ 00:17:37.277","-",mqtt,"iot/sensor/temperatura","18.06","192.168.1.2","-"
"Apr 23, 2025 @ 00:17:00.258","-",mqtt,"iot/sensor/temperatura","21.93","192.168.1.2","-"
"Apr 23, 2025 @ 00:17:00.258","-",mqtt,"iot/sensor/temperatura","21.93","192.168.1.2","-"
"Apr 23, 2025 @ 00:16:39.248","-",mqtt,"iot/sensor/temperatura","19.27","192.168.1.2","-"
"Apr 23, 2025 @ 00:16:39.248","-",mqtt,"iot/sensor/temperatura","19.27","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:59.230","-",mqtt,"iot/sensor/temperatura","18.98","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:59.230","-",mqtt,"iot/sensor/temperatura","18.98","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:39.221","-",mqtt,"iot/sensor/temperatura","29.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:39.221","-",mqtt,"iot/sensor/temperatura","29.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:03.202","-",mqtt,"iot/sensor/temperatura","21.16","192.168.1.2","-"
"Apr 23, 2025 @ 00:15:03.202","-",mqtt,"iot/sensor/temperatura","21.16","192.168.1.2","-"
"Apr 23, 2025 @ 00:14:41.192","-",mqtt,"iot/sensor/temperatura","23.98","192.168.1.2","-"
"Apr 23, 2025 @ 00:14:41.192","-",mqtt,"iot/sensor/temperatura","23.98","192.168.1.2","-"
"Apr 23, 2025 @ 00:14:08.175","-",mqtt,"iot/sensor/temperatura","29.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:14:08.175","-",mqtt,"iot/sensor/temperatura","29.02","192.168.1.2","-"
"Apr 23, 2025 @ 00:13:28.154","-",mqtt,"iot/sensor/temperatura","27.91","192.168.1.2","-"
"Apr 23, 2025 @ 00:13:28.154","-",mqtt,"iot/sensor/temperatura","27.91","192.168.1.2","-"
"Apr 23, 2025 @ 00:12:48.134","-",mqtt,"iot/sensor/temperatura","24.32","192.168.1.2","-"
"Apr 23, 2025 @ 00:12:48.134","-",mqtt,"iot/sensor/temperatura","24.32","192.168.1.2","-"
"Apr 23, 2025 @ 00:12:26.123","-",mqtt,"iot/sensor/temperatura","28.18","192.168.1.2","-"
"Apr 23, 2025 @ 00:12:26.123","-",mqtt,"iot/sensor/temperatura","28.18","192.168.1.2","-"
"Apr 23, 2025 @ 00:11:46.102","-",mqtt,"iot/sensor/temperatura","26.38","192.168.1.2","-"
"Apr 23, 2025 @ 00:11:46.102","-",mqtt,"iot/sensor/temperatura","26.38","192.168.1.2","-"
"Apr 23, 2025 @ 00:11:13.087","-",mqtt,"iot/sensor/temperatura","27.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:11:13.087","-",mqtt,"iot/sensor/temperatura","27.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:10:52.077","-",mqtt,"iot/sensor/temperatura","29.5","192.168.1.2","-"
"Apr 23, 2025 @ 00:10:52.077","-",mqtt,"iot/sensor/temperatura","29.5","192.168.1.2","-"
"Apr 23, 2025 @ 00:10:19.063","-",mqtt,"iot/sensor/temperatura","26.89","192.168.1.2","-"
"Apr 23, 2025 @ 00:10:19.063","-",mqtt,"iot/sensor/temperatura","26.89","192.168.1.2","-"
"Apr 23, 2025 @ 00:09:40.045","-",mqtt,"iot/sensor/temperatura","20.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:09:40.045","-",mqtt,"iot/sensor/temperatura","20.08","192.168.1.2","-"
"Apr 23, 2025 @ 00:09:12.032","-",mqtt,"iot/sensor/temperatura","18.99","192.168.1.2","-"
"Apr 23, 2025 @ 00:09:12.031","-",mqtt,"iot/sensor/temperatura","18.99","192.168.1.2","-"
"Apr 23, 2025 @ 00:08:42.017","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 23, 2025 @ 00:08:42.017","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 23, 2025 @ 00:08:05.999","-",mqtt,"iot/sensor/temperatura","23.34","192.168.1.2","-"
"Apr 23, 2025 @ 00:08:05.999","-",mqtt,"iot/sensor/temperatura","23.34","192.168.1.2","-"
"Apr 23, 2025 @ 00:07:39.987","-",mqtt,"iot/sensor/temperatura","27.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:07:39.987","-",mqtt,"iot/sensor/temperatura","27.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:07:18.977","-",mqtt,"iot/sensor/temperatura","22.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:07:18.977","-",mqtt,"iot/sensor/temperatura","22.24","192.168.1.2","-"
"Apr 23, 2025 @ 00:06:45.962","-",mqtt,"iot/sensor/temperatura","24.03","192.168.1.2","-"
"Apr 23, 2025 @ 00:06:45.962","-",mqtt,"iot/sensor/temperatura","24.03","192.168.1.2","-"
"Apr 23, 2025 @ 00:06:20.951","-",mqtt,"iot/sensor/temperatura","23.47","192.168.1.2","-"
"Apr 23, 2025 @ 00:06:20.951","-",mqtt,"iot/sensor/temperatura","23.47","192.168.1.2","-"
"Apr 23, 2025 @ 00:05:56.939","-",mqtt,"iot/sensor/temperatura","29.41","192.168.1.2","-"
"Apr 23, 2025 @ 00:05:56.939","-",mqtt,"iot/sensor/temperatura","29.41","192.168.1.2","-"
"Apr 23, 2025 @ 00:05:18.922","-",mqtt,"iot/sensor/temperatura","29.6","192.168.1.2","-"
"Apr 23, 2025 @ 00:05:18.922","-",mqtt,"iot/sensor/temperatura","29.6","192.168.1.2","-"
"Apr 23, 2025 @ 00:04:42.907","-",mqtt,"iot/sensor/temperatura","20.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:04:42.907","-",mqtt,"iot/sensor/temperatura","20.82","192.168.1.2","-"
"Apr 23, 2025 @ 00:04:02.888","-",mqtt,"iot/sensor/temperatura","20.68","192.168.1.2","-"
"Apr 23, 2025 @ 00:04:02.888","-",mqtt,"iot/sensor/temperatura","20.68","192.168.1.2","-"
"Apr 23, 2025 @ 00:03:33.877","-",mqtt,"iot/sensor/temperatura","23.88","192.168.1.2","-"
"Apr 23, 2025 @ 00:03:33.877","-",mqtt,"iot/sensor/temperatura","23.88","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:59.861","-",mqtt,"iot/sensor/temperatura","26.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:59.861","-",mqtt,"iot/sensor/temperatura","26.4","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:38.852","-",mqtt,"iot/sensor/temperatura","26.75","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:38.852","-",mqtt,"iot/sensor/temperatura","26.75","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:18.842","-",mqtt,"iot/sensor/temperatura","27.0","192.168.1.2","-"
"Apr 23, 2025 @ 00:02:18.842","-",mqtt,"iot/sensor/temperatura","27.0","192.168.1.2","-"
"Apr 23, 2025 @ 00:01:46.827","-",mqtt,"iot/sensor/temperatura","21.13","192.168.1.2","-"
"Apr 23, 2025 @ 00:01:46.827","-",mqtt,"iot/sensor/temperatura","21.13","192.168.1.2","-"
"Apr 23, 2025 @ 00:01:24.817","-",mqtt,"iot/sensor/temperatura","27.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:01:24.817","-",mqtt,"iot/sensor/temperatura","27.35","192.168.1.2","-"
"Apr 23, 2025 @ 00:00:55.804","-",mqtt,"iot/sensor/temperatura","23.11","192.168.1.2","-"
"Apr 23, 2025 @ 00:00:55.804","-",mqtt,"iot/sensor/temperatura","23.11","192.168.1.2","-"
"Apr 23, 2025 @ 00:00:17.787","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 23, 2025 @ 00:00:17.787","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 22, 2025 @ 23:59:50.777","-",mqtt,"iot/sensor/temperatura","26.12","192.168.1.2","-"
"Apr 22, 2025 @ 23:59:50.776","-",mqtt,"iot/sensor/temperatura","26.12","192.168.1.2","-"
"Apr 22, 2025 @ 23:59:11.759","-",mqtt,"iot/sensor/temperatura","21.06","192.168.1.2","-"
"Apr 22, 2025 @ 23:59:11.759","-",mqtt,"iot/sensor/temperatura","21.06","192.168.1.2","-"
"Apr 22, 2025 @ 23:58:39.745","-",mqtt,"iot/sensor/temperatura","28.96","192.168.1.2","-"
"Apr 22, 2025 @ 23:58:39.745","-",mqtt,"iot/sensor/temperatura","28.96","192.168.1.2","-"
"Apr 22, 2025 @ 23:58:03.731","-",mqtt,"iot/sensor/temperatura","28.75","192.168.1.2","-"
"Apr 22, 2025 @ 23:58:03.731","-",mqtt,"iot/sensor/temperatura","28.75","192.168.1.2","-"
"Apr 22, 2025 @ 23:57:35.718","-",mqtt,"iot/sensor/temperatura","18.41","192.168.1.2","-"
"Apr 22, 2025 @ 23:57:35.718","-",mqtt,"iot/sensor/temperatura","18.41","192.168.1.2","-"
"Apr 22, 2025 @ 23:56:57.700","-",mqtt,"iot/sensor/temperatura","29.96","192.168.1.2","-"
"Apr 22, 2025 @ 23:56:57.700","-",mqtt,"iot/sensor/temperatura","29.96","192.168.1.2","-"
"Apr 22, 2025 @ 23:56:36.691","-",mqtt,"iot/sensor/temperatura","27.28","192.168.1.2","-"
"Apr 22, 2025 @ 23:56:36.691","-",mqtt,"iot/sensor/temperatura","27.28","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:56.673","-",mqtt,"iot/sensor/temperatura","25.37","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:56.673","-",mqtt,"iot/sensor/temperatura","25.37","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:36.662","-",mqtt,"iot/sensor/temperatura","24.82","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:36.662","-",mqtt,"iot/sensor/temperatura","24.82","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:04.645","-",mqtt,"iot/sensor/temperatura","21.56","192.168.1.2","-"
"Apr 22, 2025 @ 23:55:04.645","-",mqtt,"iot/sensor/temperatura","21.56","192.168.1.2","-"
"Apr 22, 2025 @ 23:54:36.632","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 22, 2025 @ 23:54:36.632","-",mqtt,"iot/sensor/temperatura","23.02","192.168.1.2","-"
"Apr 22, 2025 @ 23:54:04.616","-",mqtt,"iot/sensor/temperatura","29.61","192.168.1.2","-"
"Apr 22, 2025 @ 23:54:04.616","-",mqtt,"iot/sensor/temperatura","29.61","192.168.1.2","-"
"Apr 22, 2025 @ 23:53:38.603","-",mqtt,"iot/sensor/temperatura","23.52","192.168.1.2","-"
"Apr 22, 2025 @ 23:53:38.603","-",mqtt,"iot/sensor/temperatura","23.52","192.168.1.2","-"
"Apr 22, 2025 @ 23:52:58.585","-",mqtt,"iot/sensor/temperatura","24.42","192.168.1.2","-"
"Apr 22, 2025 @ 23:52:58.585","-",mqtt,"iot/sensor/temperatura","24.42","192.168.1.2","-"
"Apr 22, 2025 @ 23:52:27.571","-",mqtt,"iot/sensor/temperatura","26.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:52:27.571","-",mqtt,"iot/sensor/temperatura","26.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:51:49.554","-",mqtt,"iot/sensor/temperatura","29.76","192.168.1.2","-"
"Apr 22, 2025 @ 23:51:49.553","-",mqtt,"iot/sensor/temperatura","29.76","192.168.1.2","-"
"Apr 22, 2025 @ 23:51:25.541","-",mqtt,"iot/sensor/temperatura","18.3","192.168.1.2","-"
"Apr 22, 2025 @ 23:51:25.541","-",mqtt,"iot/sensor/temperatura","18.3","192.168.1.2","-"
"Apr 22, 2025 @ 23:50:52.526","-",mqtt,"iot/sensor/temperatura","20.87","192.168.1.2","-"
"Apr 22, 2025 @ 23:50:52.526","-",mqtt,"iot/sensor/temperatura","20.87","192.168.1.2","-"
"Apr 22, 2025 @ 23:50:29.513","-",mqtt,"iot/sensor/temperatura","28.4","192.168.1.2","-"
"Apr 22, 2025 @ 23:50:29.513","-",mqtt,"iot/sensor/temperatura","28.4","192.168.1.2","-"
"Apr 22, 2025 @ 23:49:58.496","-",mqtt,"iot/sensor/temperatura","18.5","192.168.1.2","-"
"Apr 22, 2025 @ 23:49:58.496","-",mqtt,"iot/sensor/temperatura","18.5","192.168.1.2","-"
"Apr 22, 2025 @ 23:49:29.485","-",mqtt,"iot/sensor/temperatura","20.21","192.168.1.2","-"
"Apr 22, 2025 @ 23:49:29.485","-",mqtt,"iot/sensor/temperatura","20.21","192.168.1.2","-"
"Apr 22, 2025 @ 23:48:53.472","-",mqtt,"iot/sensor/temperatura","29.22","192.168.1.2","-"
"Apr 22, 2025 @ 23:48:53.471","-",mqtt,"iot/sensor/temperatura","29.22","192.168.1.2","-"
"Apr 22, 2025 @ 23:48:33.463","-",mqtt,"iot/sensor/temperatura","27.38","192.168.1.2","-"
"Apr 22, 2025 @ 23:48:33.462","-",mqtt,"iot/sensor/temperatura","27.38","192.168.1.2","-"
"Apr 22, 2025 @ 23:47:54.445","-",mqtt,"iot/sensor/temperatura","21.94","192.168.1.2","-"
"Apr 22, 2025 @ 23:47:54.445","-",mqtt,"iot/sensor/temperatura","21.94","192.168.1.2","-"
"Apr 22, 2025 @ 23:47:18.430","-",mqtt,"iot/sensor/temperatura","23.38","192.168.1.2","-"
"Apr 22, 2025 @ 23:47:18.429","-",mqtt,"iot/sensor/temperatura","23.38","192.168.1.2","-"
"Apr 22, 2025 @ 23:46:51.417","-",mqtt,"iot/sensor/temperatura","20.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:46:51.417","-",mqtt,"iot/sensor/temperatura","20.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:46:16.403","-",mqtt,"iot/sensor/temperatura","24.97","192.168.1.2","-"
"Apr 22, 2025 @ 23:46:16.403","-",mqtt,"iot/sensor/temperatura","24.97","192.168.1.2","-"
"Apr 22, 2025 @ 23:45:46.390","-",mqtt,"iot/sensor/temperatura","29.73","192.168.1.2","-"
"Apr 22, 2025 @ 23:45:46.390","-",mqtt,"iot/sensor/temperatura","29.73","192.168.1.2","-"
"Apr 22, 2025 @ 23:45:12.376","-",mqtt,"iot/sensor/temperatura","20.55","192.168.1.2","-"
"Apr 22, 2025 @ 23:45:12.376","-",mqtt,"iot/sensor/temperatura","20.55","192.168.1.2","-"
"Apr 22, 2025 @ 23:44:51.367","-",mqtt,"iot/sensor/temperatura","19.82","192.168.1.2","-"
"Apr 22, 2025 @ 23:44:51.367","-",mqtt,"iot/sensor/temperatura","19.82","192.168.1.2","-"
"Apr 22, 2025 @ 23:44:23.356","-",mqtt,"iot/sensor/temperatura","20.6","192.168.1.2","-"
"Apr 22, 2025 @ 23:44:23.355","-",mqtt,"iot/sensor/temperatura","20.6","192.168.1.2","-"
"Apr 22, 2025 @ 23:43:57.343","-",mqtt,"iot/sensor/temperatura","25.21","192.168.1.2","-"
"Apr 22, 2025 @ 23:43:57.343","-",mqtt,"iot/sensor/temperatura","25.21","192.168.1.2","-"
"Apr 22, 2025 @ 23:43:21.326","-",mqtt,"iot/sensor/temperatura","23.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:43:21.326","-",mqtt,"iot/sensor/temperatura","23.51","192.168.1.2","-"
"Apr 22, 2025 @ 23:42:42.309","-",mqtt,"iot/sensor/temperatura","25.92","192.168.1.2","-"
"Apr 22, 2025 @ 23:42:42.309","-",mqtt,"iot/sensor/temperatura","25.92","192.168.1.2","-"
"Apr 22, 2025 @ 23:42:05.294","-",mqtt,"iot/sensor/temperatura","28.19","192.168.1.2","-"
"Apr 22, 2025 @ 23:42:05.294","-",mqtt,"iot/sensor/temperatura","28.19","192.168.1.2","-"
"Apr 22, 2025 @ 23:41:31.281","-",mqtt,"iot/sensor/temperatura","20.07","192.168.1.2","-"
"Apr 22, 2025 @ 23:41:31.281","-",mqtt,"iot/sensor/temperatura","20.07","192.168.1.2","-"
"Apr 22, 2025 @ 23:41:11.273","-",mqtt,"iot/sensor/temperatura","28.76","192.168.1.2","-"
"Apr 22, 2025 @ 23:41:11.273","-",mqtt,"iot/sensor/temperatura","28.76","192.168.1.2","-"
"Apr 22, 2025 @ 23:40:34.257","-",mqtt,"iot/sensor/temperatura","22.89","192.168.1.2","-"
"Apr 22, 2025 @ 23:40:34.257","-",mqtt,"iot/sensor/temperatura","22.89","192.168.1.2","-"
